_type,_id,_revision,_page.next,kodas,vietovardis_pilnas_nekirciuotas,vietovardis,linksniai,vietovardzio_rusis,vietovardis_vertimas,kirciuote,adm_teritorinis_priklausymas,statusas,kitas_statusas,kiti_variantai,papildoma_informacija,susije_vietovardziai
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,5d6181ee-9e63-4c7e-83b4-1bd046c6acf8,e283c57f-9ef1-4992-a07f-9deba4b1c573,,1602830,Juodonys,Juodónys,"Juodonių̃, Juodoni̇̀ms, į Juodónis, ties Juodonimi̇̀s, Juodonysè",kaimas,,3,"Rokiškio rajonas, Panevėžioapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,0797437f-5978-43fa-bd19-0ed07b8c13d4,b81d77a7-34ad-45ea-a1cb-bccd96246065,,1602840,Juodonių piliakalnis,Juodonių̃ pi̇̀liakalnis,,piliakalnis,,,"Rokiškio rajonas, Panevėžioapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,055bacd6-3a33-463f-ac98-b54d3ba1c359,0372e7dc-7724-450b-939c-8e0f512f28f0,,1602850,Juodpėnai,Júodpėnai,,kaimas,,1,"Kupiškio rajonas, Panevėžioapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,50873a97-1e2d-4693-a0b6-be92d2cc13e8,ebba9962-7288-4524-9439-ba798384a4eb,,1602860,Juodpetriai,Júodpetriai,,kaimas,,1,"Tauragės rajonas, Tauragėsapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,cdfc5471-e2ea-44bc-acf7-379ed0e45e27,e24a1a93-428e-4b33-97b5-0799de9050f0,,1602870,Juodpjaunis,Júodpjaunis,,kaimas,,1,"Radviliškio rajonas, Šiauliųapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,65af79aa-ea99-4b3c-bc29-30069654f5e1,5210ea55-477c-481c-b8d9-07a095124fcc,,1602880,Juodsodė,Júodsodė,,kaimas,,1,"Telšių rajonas, Telšiųapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,3c4f6df7-1236-47d8-9488-931646aacbac,45877159-6557-4752-bdac-cdfa3f85fd63,,1602890,Juodšiliai,Júodšiliai,,miestelis,,1,"Vilniaus rajonas, Vilniausapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,211cdece-c042-4919-9144-3dd03c3a5feb,8c58928c-3aed-43e6-bffe-c5c020418e28,,1602900,Juodšilis,Júodšilis,,miškas,,1,"Šakių rajonas, Marijampolėsapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,2e4c6ac7-9d68-4bb1-8b51-a1f9342892d2,97329317-f4a2-4d8d-9874-f85522aae7de,,1602910,Juodšilių pilkapynas,Júodšilių pilkapýnas,,pilkapynas,,,"Vilniaus rajonas, Vilniausapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,3bb1fbaa-fefc-42cd-8531-ea4c3df4a041,64ec15ec-6e49-4038-9660-eafe15492f3b,,1602920,Juodšilių miškas,Júodšilių mi̇̀škas,,miškas,,,"Vilniaus rajonas, Vilniausapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,4fe8cc26-6dc0-4d57-8180-c6b9f4c2d39a,ab5e4e22-28de-467e-aaea-86460f34816f,,1602930,Juodupė,Júodupė,,miestas,,1,"Rokiškio rajonas, Panevėžioapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,af8c3682-dad6-49ad-8df2-1e608437488a,a6c4aa07-800b-406a-a068-112ba11f46b6,,1602940,Juodupė,Júodupė,,upė,,1,"Biržų rajonas, Panevėžioapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,8d8283d1-4fd8-48e1-9d64-d5e1df8af67b,bc22fb20-d132-441a-af31-a94427394280,,1602950,Juodupė,Júodupė,,upė,vokiškai Jodupp,1,"Kaliningrado sritis, Rusija",vienintelis,,,buvusi Darkiemio apskritis,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,15927fb1-7f72-4e97-9c4e-41c211f9efb3,14e41aec-7567-4daf-bc2f-71ac9cf882a3,,1602960,Juodupė,Júodupė,,upė,vokiškai Jodupp,1,"Kaliningrado sritis, Rusija",vienintelis,,,buvusi Geldapės apskritis,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,06392c51-afff-47e3-a62e-a9c8c7d4c11e,c64757ac-ff73-4e1d-8b74-438c0d59a426,,1602970,Juodupė,Júodupė,,upė,vokiškai Schwarze Fluss,1,"Kaliningrado sritis, Rusija",vienintelis,,,buvusi Gumbinės apskritis,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,ae89a419-9c1e-4969-a959-49e06ad99831,a4a82d1d-7000-4599-a97a-37c41d1a2c26,,1602980,Juodupėnai,Júodupėnai,,kaimas,,1,"Kretingos rajonas, Klaipėdosapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,8ea1c972-ef07-4977-822b-618c0707a3ad,b064166e-ea40-4422-904f-db3fd69d8434,,1602990,Juodupėnai,Júodupėnai,,kaimas,,1,"Šakių rajonas, Marijampolėsapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,44795148-5710-453e-bed7-a854ddb1e861,5813daa4-aeb3-425c-a350-6722e9d265ad,,1603000,Juodupėnai,Júodupėnai,,kaimas,,1,"Vilkaviškio rajonas, Marijampolėsapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,3ca4b99a-0496-46a9-ab75-7aecb3297d11,09ef444b-b7bc-4478-a7c1-0b079ab03a3f,,1603010,Juodupio pelkė (durpynas),Júodupio pélkė (durpýnas),,pelkė,,,"Šalčininkų rajonas, Vilniausapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,2d1e56e4-1478-4081-9cea-40d0a8fb2522,f29800f4-b353-44ad-ab3a-8f4e98222c0b,,1603020,Juodupis,Júodupis,,upė,,1,"Joniškio rajonas, Šiauliųapskritis, Lietuva; Pakruojo rajonas, Šiauliųapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,3c867ed9-d344-475c-a1b1-783f124626e6,df778416-3c0e-4d99-8536-575327d06143,,1603030,Juodvadis,Júodvadis,,pelkė,,1,"Panevėžio rajonas, Panevėžioapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,84728057-ffb6-4926-a07d-9f6549f3f6c9,e2fbc963-315a-4262-a419-86dfd8699814,,1603040,Juodvalkis,Júodvalkis,,pelkė,,1,"Kaišiadorių rajonas, Kaunoapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,f1fab3dc-aeff-4eb8-8df7-4816ef161bf4,7e37799f-0d76-4df6-b08d-7870dbb551a1,,1603050,Juodžemiai,Júodžemiai,,kaimas,"vokiškai Jodschehmen, dabar rusiškai Polevoe",1,"Kaliningrado sritis, Nemano rajonas, Rusija",neoficialusis,oficialusis - Polevòjė,,buvusi Ragainės apskritis,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,586ee5fb-5c87-4294-af60-df05cc6be735,ea819895-1904-47a4-b785-5f7e15a12d3d,,1603060,Juodžiai,Juodžiai̇̃,"Juodžių̃, Juodžiáms, į Juodžiùs, ties Juodžiai̇̃s, Juodžiuosè",kaimas,,4,"Šilutės rajonas, Klaipėdosapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,fb59d0db-7bbe-4240-819f-5c21db3874a3,8232b6d5-dbf0-4f96-b310-1d988195fcee,,1603070,Juodžioniai,Júodžioniai,,kaimas,,1,"Biržų rajonas, Panevėžioapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,17955acf-45be-4281-8bca-0b19cb684343,5abcb9d8-3105-4c26-a08a-60a791c78f74,,1603080,Juodžiukas,Juodžiùkas,"Juodžiùko, Juodžiùkui, į Juodžiùką, ties Juodžiukù, Juodžiukè",ežeras,,2,"Trakų rajonas, Vilniausapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,bb10540d-9a60-4404-a00e-1e2c7ff35453,3584f278-6ad7-4c4b-99d8-558c7900a94d,,1603090,Juodžiuko pelkė (durpynas),Juodžiùko pélkė (durpýnas),,pelkė,,,"Varėnos rajonas, Alytausapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,786eda42-cfde-495b-977d-c00b898e49ca,0f37f873-2ef4-4695-908c-6385a3aa3517,,1603100,Juodžių miškas,Júodžių mi̇̀škas,,miškas,,,"Panevėžio rajonas, Panevėžioapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,3c10494f-0d9d-429f-b12f-a70ef65ff119,676546ec-5813-4c1d-bfb8-0298a6553571,,1603110,Juodžių piliakalnis,Juodžių̃ pi̇̀liakalnis,,piliakalnis,,,"Šilutės rajonas, Klaipėdosapskritis, Lietuva",šalutinis,,Pilãlės kálnas - pagrindinis,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,97045793-2b4f-4c51-b2ba-872d7ebd857f,d121d775-f674-416d-986d-80d328b3da45,,1603120,Juodžiūnai,Juodžiū́nai,,kaimas,,1,"Kupiškio rajonas, Panevėžioapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,7f35b98d-4d83-4de8-9f9d-d573f38be47b,c5d12ada-6e5a-4473-979f-b78c47967747,,1603130,Juodžiūnai,Juodžiū́nai,,kaimas,,1,"Ukmergės rajonas, Vilniausapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,616b5553-9d3c-4df2-9d21-cfb98aa06604,f0c11b06-8bbd-4bac-ba1e-085f50020716,,1603140,Juosta,Juostà,"Juostõs, Júostai, į Júostą, ties Júosta, Juostojè",upė,,3,"Anykščių rajonas, Utenosapskritis, Lietuva; Panevėžio rajonas, Panevėžioapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,ff6dcdfc-0106-406b-ae6e-cd1074ffc911,b1aafb35-f37a-4418-a9b3-6a0759a3af6a,,1603150,Juostaviečiai,Júostaviečiai,,kaimas,,1,"Biržų rajonas, Panevėžioapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,a97dfbac-1b4b-4097-9ca8-1e34f969fc2b,6abf1a39-c269-4234-a4c1-f528261586c1,,1603160,Juostinas,Juõstinas,"Juõstino, Juõstinui, į Juõstiną, ties Juõstinu, Juostinè",ežeras,,(3b),"Anykščių rajonas, Utenosapskritis, Lietuva",pagrindinis,,Juõstinas - šalutinis,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,6f94da37-c561-4f84-ac8b-d23c7294216a,842b6ada-d2eb-4684-8baf-f8b9efa134d4,,1603162,Juostinas,Juõstinas,,ežeras,,1,"Anykščių rajonas, Utenosapskritis, Lietuva",šalutinis,,Juõstinas - pagrindinis,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,ee6d8525-2e99-4f1c-acd8-2cded23ff033,b5c52e86-6b98-47e7-b74f-c8792b2514f7,,1603170,Juostinas,Juõstinas,"Juõstino, Juõstinui, į Juõstiną, ties Juõstinu, Juostinè",upė,,(3b),"Anykščių rajonas, Utenosapskritis, Lietuva; Panevėžio rajonas, Panevėžioapskritis, Lietuva",pagrindinis,,Juõstinas - šalutinis,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,73bdbea5-58bb-470a-803e-16afe458e22c,3c9a65ab-5b1e-4023-a542-8ad45a04eba6,,1603172,Juostinas,Juõstinas,,upė,,1,"Anykščių rajonas, Utenosapskritis, Lietuva; Panevėžio rajonas, Panevėžioapskritis, Lietuva",šalutinis,,Juõstinas - pagrindinis,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,e45242d4-c585-44f5-aca1-d40bbdc81052,df44af2d-4764-4a59-8b5b-ae86ccd95fd1,,1603180,Juostininkai,Juostiniñkai,"Juostiniñkų, Juostiniñkams, į Juostininkùs, ties Juostiniñkais, Juostiniñkuose",kaimas,,2,"Anykščių rajonas, Utenosapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,539e35c9-67a4-4e72-9fc1-583adc5d7276,f11d26e2-ba51-4a40-924e-8f680b0960a2,,1603190,Juostininkų miškas,Juostiniñkų mi̇̀škas,,miškas,,,"Anykščių rajonas, Utenosapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,d40dd398-4c4d-475b-81d9-1e1e5c377b0c,ca961197-89ab-4bea-9b3f-a65538b264f8,,1603200,Juozapava,Juozapavà,"Juozapãvos, Juozapãvai, į Juozapãvą, ties Juozapavà, Juozapãvoje",miestelis,,2,"Šiaulių rajonas, Šiauliųapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,648ec35e-4a82-4b89-80d0-5fead3b7b3a3,14801820-2498-47d3-a974-49dda0a56b7e,,1603210,Juozapavas,Juozapãvas,"Juozapãvo, Juozapãvui, į Juozapãvą, ties Juozapavù, Juozapavè",kaimas,,2,"Telšių rajonas, Telšiųapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,fe0a0a93-15f9-4c27-8a19-40a67e1df179,dd0e4c18-5d02-450b-9cd4-3caaa2721e9b,,1603220,Juozapavičiai,Juozapavičiai̇̃,"Juozapavičių̃, Juozapavičiáms, į Juozapavičiùs, ties Juozapavičiai̇̃s, Juozapavičiuosè",kaimas,,4,"Lazdijų rajonas, Alytausapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,70dac158-6ccb-4c43-bea5-3d65baad80fc,4ecad37a-d1fa-4da3-9ab4-ddf677f9e1bc,,1603230,Juozapinės kalnas,Juozapi̇̀nės kálnas,,kalnas,,,"Vilniaus rajonas, Vilniausapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,6606500d-caa5-4e57-9734-8a7252716126,3487838d-42ff-46c4-bddb-745344bbc484,,1603240,Juozapotos pakalnė,Juozapõtos pakal̃nė,,piliakalnis,,,"Utenos rajonas, Utenosapskritis, Lietuva",pagrindinis,,Andreikė́nų pi̇̀liakalnis - šalutinis,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,b5bf3bae-fa1c-4d1f-b826-3294aa6b7717,8d60cacd-6f75-4bba-bfa1-c35775670b1c,,1603260,Juozeliškių pelkė (durpynas),Juozeli̇̀škių pélkė (durpýnas),,pelkė,,,"Biržų rajonas, Panevėžioapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,14772120-2bdb-4fab-b0e3-3aa74048d6bf,b83adb2f-91d9-4f71-9f3b-16934b720e7d,,1603270,Jūra,Jū́ra,,upė,,1,"Plungės rajonas, Telšiųapskritis, Lietuva; Šilalės rajonas, Tauragėsapskritis, Lietuva; Tauragės rajonas, Tauragėsapskritis, Lietuva; Pagėgių savivaldybės teritorija, Tauragėsapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,2b11f262-bab7-4508-b110-5081dc537495,91efb20f-0221-4073-9cc1-e61000a8b637,,1603280,Juragiai,Jùragiai,,kaimas,,1,"Panevėžio rajonas, Panevėžioapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,e58560a3-bb35-42cf-a420-a6b17c5e8e74,ec36f139-2c5b-4fdd-9830-61b3393bd488,,1603290,Juragiai,Juragiai̇̃,"Juragių̃, Juragiáms, į Jùragius, ties Juragiai̇̃s, Juragiuosè",kaimas,,(3b),"Kauno rajonas, Kaunoapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,85340c15-c7a7-431e-8459-e3f7fa06a002,bfc95e7a-0929-47c9-b852-4dde52a81598,,1603300,Jurašiškės,Jurãšiškės,,miškas,,1,"Lazdijų rajonas, Alytausapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,048ec6e6-b24c-4639-82f9-bcc55947bdf6,64b024d1-9ed6-4f14-adae-873ed75054fe,,1603310,Jūravas,Jūrãvas,"Jūrãvo, Jūrãvui, į Jūrãvą, ties Jūravù, Jūravè",miestelis,baltarusiškai Jareva,2,"Breslaujos sritis, Pastovių rajonas, Baltarusija",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,ee6f014c-64f8-4d63-93d1-014b84a0b14b,eb928230-75f0-4857-891f-3676b256b580,,1603320,Jūravos miškas,Jū́ravos mi̇̀škas,,miškas,,,"Jurbarko rajonas, Tauragėsapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,c2d53f41-5781-4dba-b7bc-9429225fb50a,c27ae6aa-c079-4c94-a1ba-fc33fedc9f76,,1603330,Jurbarkai,Jurbarkai̇̃,"Jurbarkų̃, Jurbarkáms, į Jurbarkùs, ties Jurbarkai̇̃s, Jurbarkuosè",kaimas,,4,"Jurbarko rajonas, Tauragėsapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,01c41284-c27b-4e66-9828-d40fa48f5e10,40ac10a6-7beb-459d-9319-83383f23b00e,,1603340,Jurbarkas,Jùrbarkas,"Jùrbarko, Jùrbarkui, į Jùrbarką, ties Jùrbarku, Jurbarkè",miestas,,(3a),"Jurbarko rajonas, Tauragėsapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,ccb4089e-39c0-45b5-bfed-2f6ad1cc1541,8abe1d3d-23d2-4bb3-a5fc-af40ed6724ea,,1603350,Jurbarkas,Jùrbarkas,"Jùrbarko, Jùrbarkui, į Jùrbarką, ties Jùrbarku, Jurbarkè",kaimas,"vokiškai Georgenburg, dabar rusiškai Maevka",(3a),"Kaliningrado sritis, Černiachovsko rajonas, Rusija",neoficialusis,oficialusis - Majevkà,,buvusi Įsruties apskritis; senesnis kaimo vardas Spaȓgė (2),
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,bd7a103c-d75c-4d2e-a64b-427fb79c6503,fc23969a-8ba7-4b59-b056-a76e83244e2b,,1603360,Jurbarko miškas,Jùrbarko mi̇̀škas,,miškas,,,"Tauragės rajonas, Tauragėsapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,0acb83ee-6295-4980-84a7-7e88e79676f4,f60b3850-5e64-47f3-a0a5-d20ac70dde6c,,1603370,Jurdaičiai,Jurdáičiai,,kaimas,,1,"Joniškio rajonas, Šiauliųapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,fee75a81-da2a-4841-ba9d-1a13e5f0e784,a09971c5-2093-4550-a2dc-3a6d06334792,,1603380,Jūrė,Jū́rė,,miestelis,,1,"Kazlų Rūdos savivaldybės teritorija, Marijampolėsapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,3eb1a60d-d33a-44f6-846c-e70330d96b85,29e4ddcb-43c4-4677-9fe1-5e8b30935173,,1603390,Jūrė,Jū́rė,,kaimas,,1,"Kazlų Rūdos savivaldybės teritorija, Marijampolėsapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,4074255d-71f0-4f20-8332-62f08faeda8c,58c0e6e7-d0fa-42b7-b549-fb05de71296f,,1603400,Jūrė,Jū́rė,,upė,,1,"Kauno rajonas, Kaunoapskritis, Lietuva; Vilkaviškio rajonas, Marijampolėsapskritis, Lietuva; Kazlų Rūdos savivaldybės teritorija, Marijampolėsapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,3c6b3757-86aa-4290-8723-b81ca75092bf,f8dabfae-90df-4a7e-9447-06261cf45fd6,,1603410,Jurėniškiai,Jurė́niškiai,,kaimas,,1,"Kupiškio rajonas, Panevėžioapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,3b9a330c-291a-4a11-b832-34b24d9bb250,27824b1d-5767-4a17-a4cc-b99b3054fa09,,1603420,Jūrės miškas,Jū́rės mi̇̀škas,,miškas,,,"Kazlų Rūdos savivaldybės teritorija, Marijampolėsapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,80f12696-4ec5-47eb-8830-42639cb275ae,96a65980-efcd-4aae-a910-a2920d8e07ce,,1603430,Jūrės pelkė (durpynas),Jū́rės pélkė (durpýnas),,pelkė,,,"Kauno rajonas, Kaunoapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,0f522e81-c1e0-4e5f-9f02-158dbb32dd2c,9d35306d-a72e-4998-af9a-d6d8960a0af6,,1603440,Jurgaičiai,Jùrgaičiai,,kaimas,,1,"Kėdainių rajonas, Kaunoapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,a7148484-8166-4304-a955-0b199cd2d9ad,4311bd72-d7f7-4046-9f29-649289f2b405,,1603450,Jurgaičiai,Jùrgaičiai,,kaimas,,1,"Pakruojo rajonas, Šiauliųapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,31715284-58bd-49f0-a7e7-b1cf02b8276f,71dd8608-3b7b-47d9-b589-0fe3f45a753f,,1603460,Jurgaičiai,Jùrgaičiai,,kaimas,,1,"Plungės rajonas, Telšiųapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,4fa527d5-b651-423d-88ee-1830d989a466,5332ee07-d8f9-4276-9e27-2ce1b56a102f,,1603470,Jurgaičiai,Jùrgaičiai,,kaimas,,1,"Raseinių rajonas, Kaunoapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,a2be1154-264a-4fbe-aff4-2c62c7b9b668,844471de-c4e1-4671-b1c5-95aba493ba66,,1603480,Jurgaičiai,Jùrgaičiai,,kaimas,,1,"Šiaulių rajonas, Šiauliųapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,69349a40-ef98-47b4-98ba-bd91b9284904,921e2e00-b63d-4541-975f-90ce3b88552a,,1603490,Jurgaičiai,Jùrgaičiai,,kaimas,,1,"Šilutės rajonas, Klaipėdosapskritis, Lietuva",vienintelis,,,,
